province_state,country_region,date,latitude,longitude,sub_region1_name,location_geom,confirmed,deaths,recovered,active
Odisha,India,2020-04-17,20.7,83.5,Odisha,POINT(83.5 20.7),0,0,0,0
Punjab,India,2020-04-21,30.3833,75.55,Punjab,POINT(75.55 30.3833),0,0,0,0
Bihar,India,2020-04-17,25.040592,83.612408,Bihar,POINT(83.612408 25.040592),0,0,0,0
Assam,India,2020-04-05,27.4798,94.5511,Assam,POINT(94.5511 27.4798),0,0,0,0
Nagaland,India,2020-04-19,26.1,94.266667,Nagaland,POINT(94.266667 26.1),0,0,0,0
Andaman and Nicobar Islands,India,2020-03-11,11.67,92.74,Andaman and Nicobar Islands,POINT(92.74 11.67),0,0,0,0
Arunachal Pradesh,India,2020-04-14,27.66894,95.87135,Arunachal Pradesh,POINT(95.87135 27.66894),0,0,0,0
Meghalaya,India,2020-03-29,25.470728,89.934529,Meghalaya,POINT(89.934529 25.470728),0,0,0,0
Uttar Pradesh,India,2020-03-31,27.95,80.77,Uttar Pradesh,POINT(80.77 27.95),0,0,0,0
Uttar Pradesh,India,2020-03-22,28.116667,78.983333,Uttar Pradesh,POINT(78.983333 28.116667),0,0,0,0
Manipur,India,2020-03-10,24.33333,93.68333,Manipur,POINT(93.68333 24.33333),0,0,0,0
Maharashtra,India,2020-03-06,20.15,78.35,Maharashtra,POINT(78.35 20.15),0,0,0,0
Andhra Pradesh,India,2020-03-01,15.83,78.05,Andhra Pradesh,POINT(78.05 15.83),0,0,0,0
Assam,India,2020-03-26,26.52527,90.49066,Assam,POINT(90.49066 26.52527),0,0,0,0
Madhya Pradesh,India,2020-03-14,22.666667,75.75,Madhya Pradesh,POINT(75.75 22.666667),0,0,0,0
Odisha,India,2020-03-04,24.49,86.7,Odisha,POINT(86.7 24.49),0,0,0,0
Madhya Pradesh,India,2020-03-16,21.75,76.583333,Madhya Pradesh,POINT(76.583333 21.75),0,0,0,0
Mizoram,India,2020-04-02,22.91,92.76,Mizoram,POINT(92.76 22.91),0,0,0,0
Delhi,India,2020-03-14,28.613895,77.209006,Delhi,POINT(77.209006 28.613895),0,0,0,0
Andaman and Nicobar Islands,India,2020-03-06,9.157343,92.761087,Andaman and Nicobar Islands,POINT(92.761087 9.157343),0,0,0,0
Manipur,India,2020-04-12,24.86,94.5,Manipur,POINT(94.5 24.86),0,0,0,0
Punjab,India,2020-04-15,30.23,75.83,Punjab,POINT(75.83 30.23),0,0,0,0
Chhattisgarh,India,2020-03-27,19.716667,81.25,Chhattisgarh,POINT(81.25 19.716667),0,0,0,0
Karnataka,India,2020-03-28,13.22567,77.57501,Karnataka,POINT(77.57501 13.22567),0,0,0,0
West Bengal,India,2020-04-25,26.324189,89.451031,West Bengal,POINT(89.451031 26.324189),0,0,0,0
Rajasthan,India,2020-04-04,27,74.25,Rajasthan,POINT(74.25 27),0,0,0,0
Odisha,India,2020-04-12,18.91,84.2,Odisha,POINT(84.2 18.91),0,0,0,0
Karnataka,India,2020-03-12,13,75.4,Karnataka,POINT(75.4 13),0,0,0,0
Nagaland,India,2020-04-17,26.516667,94.933333,Nagaland,POINT(94.933333 26.516667),0,0,0,0
Madhya Pradesh,India,2020-03-09,23.2,77.083333,Madhya Pradesh,POINT(77.083333 23.2),0,0,0,0
Maharashtra,India,2020-03-29,20.2,77.2,Maharashtra,POINT(77.2 20.2),0,0,0,0
Meghalaya,India,2020-04-30,25.495461,90.616819,Meghalaya,POINT(90.616819 25.495461),0,0,0,0
Bihar,India,2020-03-24,25.24,84.67,Bihar,POINT(84.67 25.24),0,0,0,0
Assam,India,2020-04-20,26.984417,94.631408,Assam,POINT(94.631408 26.984417),0,0,0,0
Nagaland,India,2020-04-29,26.516667,94.933333,Nagaland,POINT(94.933333 26.516667),0,0,0,0
Bihar,India,2020-04-30,24.8829,86.919,Bihar,POINT(86.919 24.8829),3,0,0,3
Uttar Pradesh,India,2020-03-11,25.213611,80.915278,Uttar Pradesh,POINT(80.915278 25.213611),0,0,0,0
Kerala,India,2020-03-18,10,76.5,Kerala,POINT(76.5 10),0,0,0,0
Goa,India,2020-03-12,15.4938,73.8245,Goa,POINT(73.8245 15.4938),0,0,0,0
Delhi,India,2020-04-21,28.645,77.245,Delhi,POINT(77.245 28.645),0,0,0,0
Kerala,India,2020-04-04,11.03,76.05,Kerala,POINT(76.05 11.03),0,0,0,0
Rajasthan,India,2020-03-24,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Assam,India,2020-04-25,27.489464,95.360144,Assam,POINT(95.360144 27.489464),0,0,0,0
Gujarat,India,2020-04-14,22.75,73.6,Gujarat,POINT(73.6 22.75),0,0,0,0
Uttar Pradesh,India,2020-03-05,26.3443,79.9672,Uttar Pradesh,POINT(79.9672 26.3443),0,0,0,0
Maharashtra,India,2020-03-22,17,73.5,Maharashtra,POINT(73.5 17),0,0,0,0
Meghalaya,India,2020-04-28,25.9,91.883333,Meghalaya,POINT(91.883333 25.9),0,0,0,0
Assam,India,2020-03-10,27.474161,94.918097,Assam,POINT(94.918097 27.474161),0,0,0,0
Andhra Pradesh,India,2020-04-19,15.5,80.05,Andhra Pradesh,POINT(80.05 15.5),0,0,0,0
Mizoram,India,2020-04-06,23.925142,92.491369,Mizoram,POINT(92.491369 23.925142),0,0,0,0
Chhattisgarh,India,2020-04-18,23.217,82.85,Chhattisgarh,POINT(82.85 23.217),0,0,0,0
Karnataka,India,2020-03-15,14.23,75.9,Karnataka,POINT(75.9 14.23),0,0,0,0
Rajasthan,India,2020-03-21,25.4417,75.6417,Rajasthan,POINT(75.6417 25.4417),0,0,0,0
Karnataka,India,2020-04-14,13,76,Karnataka,POINT(76 13),0,0,0,0
Bihar,India,2020-04-04,25.5562,84.6653,Bihar,POINT(84.6653 25.5562),0,0,0,0
Andaman and Nicobar Islands,India,2020-04-01,12.92,92.9,Andaman and Nicobar Islands,POINT(92.9 12.92),0,0,0,0
Assam,India,2020-04-08,27.23,94.1,Assam,POINT(94.1 27.23),0,0,0,0
Karnataka,India,2020-03-19,15.4,75.75,Karnataka,POINT(75.75 15.4),0,0,0,0
Karnataka,India,2020-04-25,15.15,76.9333,Karnataka,POINT(76.9333 15.15),0,0,0,0
Madhya Pradesh,India,2020-03-24,22.96,76.05,Madhya Pradesh,POINT(76.05 22.96),0,0,0,0
Rajasthan,India,2020-03-30,25.1,76.51,Rajasthan,POINT(76.51 25.1),0,0,0,0
Uttar Pradesh,India,2020-03-01,27.77722,78.84537,Uttar Pradesh,POINT(78.84537 27.77722),0,0,0,0
Mizoram,India,2020-04-02,23.31,92.85,Mizoram,POINT(92.85 23.31),0,0,0,0
Kerala,India,2020-03-03,9.489161,76.4939,Kerala,POINT(76.4939 9.489161),0,0,0,0
Punjab,India,2020-03-14,30.23,75.83,Punjab,POINT(75.83 30.23),0,0,0,0
Tamil Nadu,India,2020-04-08,8.32,77.34,Tamil Nadu,POINT(77.34 8.32),0,0,0,0
Tamil Nadu,India,2020-04-18,13.1406,79.906,Tamil Nadu,POINT(79.906 13.1406),0,0,0,0
Delhi,India,2020-03-02,28.64,77.29,Delhi,POINT(77.29 28.64),0,0,0,0
Maharashtra,India,2020-03-18,19.888786,75.343436,Maharashtra,POINT(75.343436 19.888786),0,0,0,0
Madhya Pradesh,India,2020-03-29,22.96,76.05,Madhya Pradesh,POINT(76.05 22.96),0,0,0,0
Uttar Pradesh,India,2020-03-15,25.530744,81.377292,Uttar Pradesh,POINT(81.377292 25.530744),0,0,0,0
Meghalaya,India,2020-04-25,25.359,92.367,Meghalaya,POINT(92.367 25.359),0,0,0,0
Karnataka,India,2020-04-09,15.15,76.9333,Karnataka,POINT(76.9333 15.15),0,0,0,0
Kerala,India,2020-03-04,8.95687,76.85274,Kerala,POINT(76.85274 8.95687),0,0,0,0
Bihar,India,2020-04-28,26.4654,84.4416,Bihar,POINT(84.4416 26.4654),18,0,3,15
Odisha,India,2020-03-18,21.33333,83.61667,Odisha,POINT(83.61667 21.33333),0,0,0,0
Puducherry,India,2020-03-08,11.016667,79.866667,Puducherry,POINT(79.866667 11.016667),0,0,0,0
Bihar,India,2020-03-25,26.3,88,Bihar,POINT(88 26.3),0,0,0,0
Delhi,India,2020-04-09,28.6874,77.2602,Delhi,POINT(77.2602 28.6874),0,0,0,0
Rajasthan,India,2020-03-25,27.583333,75.166667,Rajasthan,POINT(75.166667 27.583333),0,0,0,0
Rajasthan,India,2020-04-22,25.35,72.62,Rajasthan,POINT(72.62 25.35),0,0,0,0
Assam,India,2020-03-11,26.4,90.27,Assam,POINT(90.27 26.4),0,0,0,0
Punjab,India,2020-04-14,32.266814,75.643444,Punjab,POINT(75.643444 32.266814),0,0,0,0
Delhi,India,2020-03-08,28.6964,77.1271,Delhi,POINT(77.1271 28.6964),0,0,0,0
Bihar,India,2020-03-11,26.5167,85.3,Bihar,POINT(85.3 26.5167),0,0,0,0
Tamil Nadu,India,2020-03-12,11.4,76.7,Tamil Nadu,POINT(76.7 11.4),0,0,0,0
Kerala,India,2020-03-25,8.95687,76.85274,Kerala,POINT(76.85274 8.95687),0,0,0,0
Madhya Pradesh,India,2020-04-28,24.64,77.32,Madhya Pradesh,POINT(77.32 24.64),0,0,0,0
Chhattisgarh,India,2020-04-26,21.9,83.4,Chhattisgarh,POINT(83.4 21.9),0,0,0,0
Assam,India,2020-04-14,26.4,90.27,Assam,POINT(90.27 26.4),0,0,0,0
Delhi,India,2020-03-28,28.613895,77.209006,Delhi,POINT(77.209006 28.613895),0,0,0,0
Kerala,India,2020-04-05,10.52022,76.2204,Kerala,POINT(76.2204 10.52022),0,0,0,0
Uttar Pradesh,India,2020-04-07,24.6902,78.416,Uttar Pradesh,POINT(78.416 24.6902),0,0,0,0
Mizoram,India,2020-04-06,22.49,92.98,Mizoram,POINT(92.98 22.49),0,0,0,0
Uttar Pradesh,India,2020-04-05,28.84,78.76,Uttar Pradesh,POINT(78.76 28.84),0,0,0,0
Madhya Pradesh,India,2020-04-08,22.7,81,Madhya Pradesh,POINT(81 22.7),0,0,0,0
Chhattisgarh,India,2020-03-11,20.271944,81.493056,Chhattisgarh,POINT(81.493056 20.271944),0,0,0,0
Andhra Pradesh,India,2020-03-19,15.83,78.05,Andhra Pradesh,POINT(78.05 15.83),0,0,0,0
Kerala,India,2020-04-21,10.775,76.651,Kerala,POINT(76.651 10.775),0,0,0,0
Rajasthan,India,2020-03-06,25.766667,73.316667,Rajasthan,POINT(73.316667 25.766667),0,0,0,0
Madhya Pradesh,India,2020-03-10,22.916667,79.166667,Madhya Pradesh,POINT(79.166667 22.916667),0,0,0,0
Tamil Nadu,India,2020-03-31,9.716667,78.816667,Tamil Nadu,POINT(78.816667 9.716667),0,0,0,0
Arunachal Pradesh,India,2020-04-27,27.58,91.87,Arunachal Pradesh,POINT(91.87 27.58),0,0,0,0
Rajasthan,India,2020-04-25,26.5,77.02,Rajasthan,POINT(77.02 26.5),0,0,0,0
Nagaland,India,2020-04-07,26.516667,94.933333,Nagaland,POINT(94.933333 26.516667),0,0,0,0
Bihar,India,2020-03-26,25.56557,83.975661,Bihar,POINT(83.975661 25.56557),0,0,0,0
Nagaland,India,2020-04-30,26.1,94.266667,Nagaland,POINT(94.266667 26.1),0,0,0,0
Telangana,India,2020-03-18,17.006944,81.004167,Telangana,POINT(81.004167 17.006944),0,0,0,0
Manipur,India,2020-03-11,24.75,93.15,Manipur,POINT(93.15 24.75),0,0,0,0
Manipur,India,2020-04-18,25.15,93.97,Manipur,POINT(93.97 25.15),0,0,0,0
Punjab,India,2020-03-27,31.33,75.57,Punjab,POINT(75.57 31.33),0,0,0,0
Kerala,India,2020-04-07,9.595,76.531,Kerala,POINT(76.531 9.595),0,0,0,0
Gujarat,India,2020-03-09,22.25,70,Gujarat,POINT(70 22.25),0,0,0,0
Tamil Nadu,India,2020-03-29,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Arunachal Pradesh,India,2020-03-26,27.13,95.74,Arunachal Pradesh,POINT(95.74 27.13),0,0,0,0
Telangana,India,2020-03-07,16.361,78.0627,Telangana,POINT(78.0627 16.361),0,0,0,0
Kerala,India,2020-04-14,11.03,76.05,Kerala,POINT(76.05 11.03),0,0,0,0
Nagaland,India,2020-04-03,25.666667,94.466667,Nagaland,POINT(94.466667 25.666667),0,0,0,0
Punjab,India,2020-03-09,29.983333,75.383333,Punjab,POINT(75.383333 29.983333),0,0,0,0
Assam,India,2020-03-08,27.474161,94.918097,Assam,POINT(94.918097 27.474161),0,0,0,0
Uttar Pradesh,India,2020-03-14,26.82816,82.77924,Uttar Pradesh,POINT(82.77924 26.82816),0,0,0,0
Uttar Pradesh,India,2020-04-18,26.3443,79.9672,Uttar Pradesh,POINT(79.9672 26.3443),0,0,0,0
Manipur,India,2020-04-19,24.86,94.5,Manipur,POINT(94.5 24.86),0,0,0,0
Punjab,India,2020-04-29,30.69,76.72,Punjab,POINT(76.72 30.69),73,2,31,40
Tamil Nadu,India,2020-03-27,12.911111,79.136111,Tamil Nadu,POINT(79.136111 12.911111),0,0,0,0
Bihar,India,2020-03-18,25,86.916667,Bihar,POINT(86.916667 25),0,0,0,0
Madhya Pradesh,India,2020-03-10,24.2,82.67,Madhya Pradesh,POINT(82.67 24.2),0,0,0,0
Delhi,India,2020-03-07,28.660833,77.100833,Delhi,POINT(77.100833 28.660833),0,0,0,0
Maharashtra,India,2020-03-14,20.2,77.2,Maharashtra,POINT(77.2 20.2),0,0,0,0
Kerala,India,2020-03-18,12.5,75,Kerala,POINT(75 12.5),0,0,0,0
Meghalaya,India,2020-03-22,25.9,91.883333,Meghalaya,POINT(91.883333 25.9),0,0,0,0
Punjab,India,2020-04-09,31.379444,75.384722,Punjab,POINT(75.384722 31.379444),0,0,0,0
Arunachal Pradesh,India,2020-03-28,27.25,92.4,Arunachal Pradesh,POINT(92.4 27.25),0,0,0,0
Nagaland,India,2020-03-30,25.75,94.166667,Nagaland,POINT(94.166667 25.75),0,0,0,0
Chhattisgarh,India,2020-03-26,19.716667,81.25,Chhattisgarh,POINT(81.25 19.716667),0,0,0,0
Bihar,India,2020-03-16,24.75,85,Bihar,POINT(85 24.75),0,0,0,0
Karnataka,India,2020-04-13,14,76.5,Karnataka,POINT(76.5 14),0,0,0,0
Kerala,India,2020-04-09,11.8689,75.355461,Kerala,POINT(75.355461 11.8689),0,0,0,0
West Bengal,India,2020-04-20,25.62,88.12,West Bengal,POINT(88.12 25.62),0,0,0,0
Assam,India,2020-03-27,26,92.87,Assam,POINT(92.87 26),0,0,0,0
Tamil Nadu,India,2020-04-11,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Meghalaya,India,2020-04-26,25.45,92.2,Meghalaya,POINT(92.2 25.45),0,0,0,0
Chhattisgarh,India,2020-04-12,19.716667,81.25,Chhattisgarh,POINT(81.25 19.716667),0,0,0,0
Himachal Pradesh,India,2020-04-12,31.583333,78.416667,Himachal Pradesh,POINT(78.416667 31.583333),0,0,0,0
Himachal Pradesh,India,2020-04-11,32.216667,76.316667,Himachal Pradesh,POINT(76.316667 32.216667),0,0,0,0
Bihar,India,2020-04-22,24.75,84.5,Bihar,POINT(84.5 24.75),0,0,0,0
Madhya Pradesh,India,2020-03-21,21.75,76.583333,Madhya Pradesh,POINT(76.583333 21.75),0,0,0,0
Odisha,India,2020-04-23,19.383,85.05,Odisha,POINT(85.05 19.383),0,0,0,0
Assam,India,2020-04-12,25.18,93.03,Assam,POINT(93.03 25.18),0,0,0,0
Goa,India,2020-04-20,15.2724,73.9583,Goa,POINT(73.9583 15.2724),0,0,0,0
Assam,India,2020-04-06,26.533333,91,Assam,POINT(91 26.533333),0,0,0,0
Meghalaya,India,2020-03-25,25.5167,90.2167,Meghalaya,POINT(90.2167 25.5167),0,0,0,0
Maharashtra,India,2020-03-09,17,73.5,Maharashtra,POINT(73.5 17),0,0,0,0
Tamil Nadu,India,2020-04-20,10.88,78.19,Tamil Nadu,POINT(78.19 10.88),0,0,0,0
Uttar Pradesh,India,2020-04-21,26.46,80.33,Uttar Pradesh,POINT(80.33 26.46),0,0,0,0
Jharkhand,India,2020-04-18,24,85.25,Jharkhand,POINT(85.25 24),0,0,0,0
Rajasthan,India,2020-03-22,26.913333,70.913889,Rajasthan,POINT(70.913889 26.913333),0,0,0,0
Karnataka,India,2020-04-05,12,77.3,Karnataka,POINT(77.3 12),0,0,0,0
Maharashtra,India,2020-04-30,19.2,72.97,Maharashtra,POINT(72.97 19.2),943,16,172,755
Mizoram,India,2020-04-10,22.49,92.98,Mizoram,POINT(92.98 22.49),0,0,0,0
Assam,India,2020-04-27,26,93.5,Assam,POINT(93.5 26),0,0,0,0
Bihar,India,2020-04-16,24.75,85,Bihar,POINT(85 24.75),0,0,0,0
Jharkhand,India,2020-03-05,22.61,84.5,Jharkhand,POINT(84.5 22.61),0,0,0,0
Karnataka,India,2020-04-23,13.32,75.77,Karnataka,POINT(75.77 13.32),0,0,0,0
Bihar,India,2020-03-16,26.166667,85.416667,Bihar,POINT(85.416667 26.166667),0,0,0,0
Meghalaya,India,2020-04-13,25.45,92.2,Meghalaya,POINT(92.2 25.45),0,0,0,0
Madhya Pradesh,India,2020-04-30,21.895722,80.795144,Madhya Pradesh,POINT(80.795144 21.895722),0,0,0,0
Kerala,India,2020-04-22,8.48,76.94,Kerala,POINT(76.94 8.48),0,0,0,0
Manipur,India,2020-03-10,24.75,93.15,Manipur,POINT(93.15 24.75),0,0,0,0
Chhattisgarh,India,2020-03-24,22.067,81.67,Chhattisgarh,POINT(81.67 22.067),0,0,0,0
Odisha,India,2020-03-14,21.466,83.983,Odisha,POINT(83.983 21.466),0,0,0,0
Bihar,India,2020-04-15,24.75,85,Bihar,POINT(85 24.75),0,0,0,0
Assam,India,2020-03-17,26.4667,90.5667,Assam,POINT(90.5667 26.4667),0,0,0,0
Tamil Nadu,India,2020-04-29,9.5842,77.9582,Tamil Nadu,POINT(77.9582 9.5842),32,0,16,16
Chhattisgarh,India,2020-04-22,22.9,84.15,Chhattisgarh,POINT(84.15 22.9),0,0,0,0
Punjab,India,2020-03-26,30.94,74.62,Punjab,POINT(74.62 30.94),0,0,0,0
Arunachal Pradesh,India,2020-04-17,28.06549,96.82878,Arunachal Pradesh,POINT(96.82878 28.06549),0,0,0,0
Arunachal Pradesh,India,2020-04-25,28.072,95.325,Arunachal Pradesh,POINT(95.325 28.072),0,0,0,0
Odisha,India,2020-04-23,20.466,85.833,Odisha,POINT(85.833 20.466),0,0,0,0
Chhattisgarh,India,2020-03-28,20.729564,81.20193,Chhattisgarh,POINT(81.20193 20.729564),0,0,0,0
Rajasthan,India,2020-03-21,26.926,75.8235,Rajasthan,POINT(75.8235 26.926),0,0,0,0
Assam,India,2020-03-30,26.06749,90.02238,Assam,POINT(90.02238 26.06749),0,0,0,0
Telangana,India,2020-04-04,16.73,77.5,Telangana,POINT(77.5 16.73),0,0,0,0
Gujarat,India,2020-03-03,20.866667,70.75,Gujarat,POINT(70.75 20.866667),0,0,0,0
Bihar,India,2020-04-23,26,86,Bihar,POINT(86 26),0,0,0,0
West Bengal,India,2020-03-07,27.06,88.47,West Bengal,POINT(88.47 27.06),0,0,0,0
Madhya Pradesh,India,2020-03-19,24.75,79.75,Madhya Pradesh,POINT(79.75 24.75),0,0,0,0
Arunachal Pradesh,India,2020-03-18,28.6104,95.0475,Arunachal Pradesh,POINT(95.0475 28.6104),0,0,0,0
Maharashtra,India,2020-03-15,19.697,72.7712,Maharashtra,POINT(72.7712 19.697),0,0,0,0
Punjab,India,2020-03-20,30.34,76.4,Punjab,POINT(76.4 30.34),0,0,0,0
Tamil Nadu,India,2020-03-20,11.4,76.7,Tamil Nadu,POINT(76.7 11.4),0,0,0,0
Arunachal Pradesh,India,2020-03-30,28.3,94,Arunachal Pradesh,POINT(94 28.3),0,0,0,0
Tamil Nadu,India,2020-04-21,9.716667,78.816667,Tamil Nadu,POINT(78.816667 9.716667),0,0,0,0
West Bengal,India,2020-03-08,25,88.15,West Bengal,POINT(88.15 25),0,0,0,0
Dadra and Nagar Haveli and Daman and Diu,India,2020-03-06,20.27,73.02,Dadra and Nagar Haveli and Daman and Diu,POINT(73.02 20.27),0,0,0,0
Assam,India,2020-03-19,26.984417,94.631408,Assam,POINT(94.631408 26.984417),0,0,0,0
Delhi,India,2020-03-22,28.5549,77.1919,Delhi,POINT(77.1919 28.5549),0,0,0,0
Uttar Pradesh,India,2020-04-01,26,79.5,Uttar Pradesh,POINT(79.5 26),0,0,0,0
Gujarat,India,2020-04-15,22.75,72.683333,Gujarat,POINT(72.683333 22.75),0,0,0,0
Karnataka,India,2020-04-12,12.583333,76.666667,Karnataka,POINT(76.666667 12.583333),0,0,0,0
Telangana,India,2020-04-12,17.51,78.89,Telangana,POINT(78.89 17.51),0,0,0,0
Punjab,India,2020-03-26,30.82,75.17,Punjab,POINT(75.17 30.82),0,0,0,0
Punjab,India,2020-04-15,30.473239,74.515411,Punjab,POINT(74.515411 30.473239),0,0,0,0
Tamil Nadu,India,2020-04-05,11.219,78.167,Tamil Nadu,POINT(78.167 11.219),0,0,0,0
Uttar Pradesh,India,2020-04-27,27.49,77.67,Uttar Pradesh,POINT(77.67 27.49),10,0,0,10
Rajasthan,India,2020-04-01,27,74.25,Rajasthan,POINT(74.25 27),0,0,0,0
Bihar,India,2020-04-18,26.3,88,Bihar,POINT(88 26.3),0,0,0,0
Maharashtra,India,2020-04-07,20.93,77.75,Maharashtra,POINT(77.75 20.93),0,0,0,0
Punjab,India,2020-03-25,31.8,76.7,Punjab,POINT(76.7 31.8),0,0,0,0
Telangana,India,2020-03-24,18.88,79.45,Telangana,POINT(79.45 18.88),0,0,0,0
Karnataka,India,2020-03-27,12.719965,77.279572,Karnataka,POINT(77.279572 12.719965),0,0,0,0
Telangana,India,2020-03-24,17.6167,80.0167,Telangana,POINT(80.0167 17.6167),0,0,0,0
Chhattisgarh,India,2020-03-03,20.633,82.067,Chhattisgarh,POINT(82.067 20.633),0,0,0,0
Bihar,India,2020-04-11,25.040592,83.612408,Bihar,POINT(83.612408 25.040592),0,0,0,0
Arunachal Pradesh,India,2020-04-11,28.3,94,Arunachal Pradesh,POINT(94 28.3),0,0,0,0
Madhya Pradesh,India,2020-03-08,21.833333,77.833333,Madhya Pradesh,POINT(77.833333 21.833333),0,0,0,0
Tamil Nadu,India,2020-04-06,11.0125,76.971389,Tamil Nadu,POINT(76.971389 11.0125),0,0,0,0
Jharkhand,India,2020-03-16,23.08055,84.53834,Jharkhand,POINT(84.53834 23.08055),0,0,0,0
Meghalaya,India,2020-03-27,25.495461,90.616819,Meghalaya,POINT(90.616819 25.495461),0,0,0,0
Delhi,India,2020-03-14,28.660833,77.100833,Delhi,POINT(77.100833 28.660833),0,0,0,0
Manipur,India,2020-04-08,24.25,93.183333,Manipur,POINT(93.183333 24.25),0,0,0,0
Gujarat,India,2020-03-24,23.83,72.12,Gujarat,POINT(72.12 23.83),0,0,0,0
Arunachal Pradesh,India,2020-03-24,28.6104,95.0475,Arunachal Pradesh,POINT(95.0475 28.6104),0,0,0,0
Gujarat,India,2020-04-02,22.3,70.78,Gujarat,POINT(70.78 22.3),0,0,0,0
Kerala,India,2020-04-01,9.595,76.531,Kerala,POINT(76.531 9.595),0,0,0,0
Karnataka,India,2020-03-16,12.583333,76.666667,Karnataka,POINT(76.666667 12.583333),0,0,0,0
Jharkhand,India,2020-03-06,23.73,84.47,Jharkhand,POINT(84.47 23.73),0,0,0,0
Manipur,India,2020-04-01,24.328,93.986,Manipur,POINT(93.986 24.328),0,0,0,0
Delhi,India,2020-03-13,28.5549,77.1919,Delhi,POINT(77.1919 28.5549),0,0,0,0
Nagaland,India,2020-04-23,25.75,94.166667,Nagaland,POINT(94.166667 25.75),0,0,0,0
Haryana,India,2020-04-13,28.7833,76.1333,Haryana,POINT(76.1333 28.7833),0,0,0,0
Chhattisgarh,India,2020-04-18,21.1,82.1,Chhattisgarh,POINT(82.1 21.1),0,0,0,0
Odisha,India,2020-03-06,20.833,85.1,Odisha,POINT(85.1 20.833),0,0,0,0
Telangana,India,2020-03-09,18.683333,78.1,Telangana,POINT(78.1 18.683333),0,0,0,0
Uttar Pradesh,India,2020-03-19,25.530744,81.377292,Uttar Pradesh,POINT(81.377292 25.530744),0,0,0,0
Punjab,India,2020-03-13,29.983333,75.383333,Punjab,POINT(75.383333 29.983333),0,0,0,0
West Bengal,India,2020-03-11,26.7,89,West Bengal,POINT(89 26.7),0,0,0,0
Assam,India,2020-04-29,26.75,92.5,Assam,POINT(92.5 26.75),0,0,0,0
Manipur,India,2020-04-29,24.48,93.98,Manipur,POINT(93.98 24.48),0,0,0,0
Jharkhand,India,2020-03-25,22.61,84.5,Jharkhand,POINT(84.5 22.61),0,0,0,0
Telangana,India,2020-04-14,18.8,78.93,Telangana,POINT(78.93 18.8),0,0,0,0
Delhi,India,2020-04-04,28.5324,77.2785,Delhi,POINT(77.2785 28.5324),0,0,0,0
Punjab,India,2020-03-20,30.883333,75.85,Punjab,POINT(75.85 30.883333),0,0,0,0
Nagaland,India,2020-03-13,26.516667,94.933333,Nagaland,POINT(94.933333 26.516667),0,0,0,0
Jharkhand,India,2020-04-18,23.07,85.28,Jharkhand,POINT(85.28 23.07),0,0,0,0
Rajasthan,India,2020-03-21,24.561944,73.706944,Rajasthan,POINT(73.706944 24.561944),0,0,0,0
Karnataka,India,2020-04-14,12,77.3,Karnataka,POINT(77.3 12),0,0,0,0
Tamil Nadu,India,2020-04-08,11.75,79.75,Tamil Nadu,POINT(79.75 11.75),0,0,0,0
Tamil Nadu,India,2020-03-03,12.933611,79.341361,Tamil Nadu,POINT(79.341361 12.933611),0,0,0,0
Delhi,India,2020-04-17,28.6715,77.2981,Delhi,POINT(77.2981 28.6715),0,0,0,0
Odisha,India,2020-04-20,21.33333,83.61667,Odisha,POINT(83.61667 21.33333),0,0,0,0
Jharkhand,India,2020-04-22,24.816667,87.216667,Jharkhand,POINT(87.216667 24.816667),0,0,0,0
Mizoram,India,2020-03-24,23.474444,93.325556,Mizoram,POINT(93.325556 23.474444),0,0,0,0
Madhya Pradesh,India,2020-04-19,21.31,76.23,Madhya Pradesh,POINT(76.23 21.31),0,0,0,0
Chhattisgarh,India,2020-04-12,19.0667,82.0331,Chhattisgarh,POINT(82.0331 19.0667),0,0,0,0
Manipur,India,2020-04-11,25.116667,94.366667,Manipur,POINT(94.366667 25.116667),0,0,0,0
Odisha,India,2020-03-08,21.466,83.983,Odisha,POINT(83.983 21.466),0,0,0,0
Himachal Pradesh,India,2020-03-23,31.709389,76.931694,Himachal Pradesh,POINT(76.931694 31.709389),0,0,0,0
Goa,India,2020-03-10,15.2724,73.9583,Goa,POINT(73.9583 15.2724),0,0,0,0
Odisha,India,2020-04-07,19.9,85.6,Odisha,POINT(85.6 19.9),0,0,0,0
Telangana,India,2020-04-26,19.1,78.35,Telangana,POINT(78.35 19.1),0,0,0,0
Uttar Pradesh,India,2020-03-11,25.45,81.85,Uttar Pradesh,POINT(81.85 25.45),0,0,0,0
Assam,India,2020-04-15,26.4,90.27,Assam,POINT(90.27 26.4),0,0,0,0
Madhya Pradesh,India,2020-03-11,25.8,77,Madhya Pradesh,POINT(77 25.8),0,0,0,0
Manipur,India,2020-03-27,24.8,93.6,Manipur,POINT(93.6 24.8),0,0,0,0
Punjab,India,2020-03-13,31.379444,75.384722,Punjab,POINT(75.384722 31.379444),0,0,0,0
Chhattisgarh,India,2020-04-05,18.75,80.683333,Chhattisgarh,POINT(80.683333 18.75),0,0,0,0
West Bengal,India,2020-03-07,22.572672,88.363882,West Bengal,POINT(88.363882 22.572672),0,0,0,0
